"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","response","Training.Test.Validation"
"3237",38,"admin.","married","high.school","no","unknown","unknown","telephone","may","wed",23,16,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.349841
"3238",31,"self-employed","married","university.degree","no","no","no","telephone","may","wed",108,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.197998
"3239",25,"self-employed","single","university.degree","no","yes","no","telephone","may","wed",373,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.477911
"3240",43,"services","married","high.school","unknown","unknown","unknown","telephone","may","wed",54,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.401479
"3241",49,"management","married","university.degree","no","yes","no","telephone","may","wed",135,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.071812
"3242",38,"unemployed","divorced","university.degree","no","yes","no","telephone","may","wed",152,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.42142
"3243",32,"blue-collar","married","basic.6y","no","no","yes","telephone","may","wed",36,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.004874
"3244",39,"self-employed","married","basic.4y","unknown","no","no","telephone","may","wed",389,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.171621
"3245",35,"services","single","professional.course","unknown","no","no","telephone","may","wed",314,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.063381
"3246",35,"admin.","married","university.degree","unknown","yes","no","telephone","may","wed",86,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.109246
"3247",32,"technician","married","professional.course","no","no","no","telephone","may","wed",489,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.391648
"3248",55,"technician","married","basic.6y","unknown","yes","no","telephone","may","wed",85,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.475169
"3249",30,"blue-collar","married","basic.9y","no","no","yes","telephone","may","wed",117,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.284504
"3250",50,"blue-collar","divorced","basic.9y","unknown","no","no","telephone","may","wed",832,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.355288
"3251",30,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",139,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.443041
"3252",26,"services","divorced","basic.6y","no","no","no","telephone","may","wed",281,15,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.174889
"3253",51,"services","married","high.school","unknown","no","no","telephone","may","wed",132,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.420137
"3254",34,"services","married","basic.9y","no","yes","yes","telephone","may","wed",369,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.238645
"3255",33,"services","divorced","high.school","no","yes","yes","telephone","may","wed",88,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.426425
"3256",44,"blue-collar","divorced","unknown","no","yes","yes","telephone","may","wed",799,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",0.557793
"3257",43,"blue-collar","married","high.school","unknown","unknown","unknown","telephone","may","wed",671,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.256221
"3258",48,"services","married","high.school","unknown","yes","no","telephone","may","wed",397,9,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.435736
"3259",56,"services","divorced","high.school","unknown","yes","no","telephone","may","wed",935,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.599032
"3260",37,"management","married","university.degree","no","yes","no","telephone","may","wed",189,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.645019
"3261",50,"blue-collar","married","basic.4y","unknown","unknown","unknown","telephone","may","wed",21,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.419704
"3262",33,"self-employed","divorced","unknown","no","no","no","telephone","may","wed",1161,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.215747
"3263",38,"services","single","basic.9y","unknown","yes","no","telephone","may","wed",203,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.496423
"3264",36,"services","single","high.school","no","no","no","telephone","may","wed",45,9,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.152057
"3265",44,"unknown","married","basic.6y","no","no","no","telephone","may","wed",254,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.280259
"3266",26,"admin.","married","university.degree","no","no","no","telephone","may","wed",239,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.625712
"3267",47,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","wed",207,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.331274
"3268",36,"blue-collar","married","high.school","unknown","no","no","telephone","may","wed",713,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.013005
"3269",28,"admin.","single","university.degree","no","no","no","telephone","may","wed",165,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.330154
"3270",50,"admin.","married","high.school","no","no","no","telephone","may","wed",260,5,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.349894
"3271",32,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",923,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",0.119314
"3272",37,"services","married","basic.6y","no","no","no","telephone","may","wed",155,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.319167
"3273",46,"entrepreneur","married","university.degree","unknown","no","no","telephone","may","wed",433,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.414054
"3274",33,"services","married","high.school","unknown","no","no","telephone","may","wed",227,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.097245
"3275",39,"self-employed","married","basic.4y","unknown","yes","no","telephone","may","wed",315,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.266232
"3276",30,"technician","married","professional.course","no","no","no","telephone","may","wed",700,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.010211
"3277",40,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",154,5,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.488923
"3278",34,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",20,8,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.55508
"3279",58,"admin.","divorced","university.degree","no","yes","yes","telephone","may","wed",363,6,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.1339
"3280",43,"blue-collar","single","basic.4y","unknown","no","no","telephone","may","wed",339,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.493024
"3281",37,"technician","married","professional.course","unknown","no","no","telephone","may","wed",135,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.398235
"3282",32,"technician","married","professional.course","no","no","no","telephone","may","wed",293,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.490563
"3283",28,"services","married","high.school","unknown","yes","no","telephone","may","wed",322,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.094367
"3284",53,"unemployed","married","basic.4y","unknown","yes","no","telephone","may","wed",339,10,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.497502
"3285",42,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed",526,8,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0.283913
"3286",39,"admin.","single","unknown","no","no","yes","telephone","may","fri",219,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.157804
"3287",38,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",72,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.636288
"3288",37,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",72,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.260078
"3289",27,"services","married","high.school","unknown","no","no","telephone","may","fri",136,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.060139
"3290",38,"blue-collar","single","high.school","unknown","yes","no","telephone","may","fri",158,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.259033
"3291",35,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",405,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.032834
"3292",40,"blue-collar","single","unknown","unknown","yes","no","telephone","may","fri",48,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.311051
"3293",38,"housemaid","married","basic.6y","unknown","yes","no","telephone","may","fri",201,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.597006
"3294",28,"admin.","married","university.degree","no","yes","no","telephone","may","fri",101,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.440388
"3295",39,"admin.","married","high.school","no","yes","no","telephone","may","fri",433,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.445949
"3296",37,"entrepreneur","married","university.degree","no","no","yes","telephone","may","fri",253,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.052607
"3297",38,"blue-collar","married","basic.6y","no","yes","no","telephone","may","fri",110,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.028265
"3298",41,"blue-collar","divorced","basic.6y","no","yes","no","telephone","may","fri",149,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.079102
"3299",26,"services","single","basic.9y","no","no","yes","telephone","may","fri",83,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.617737
"3300",54,"management","married","basic.4y","no","no","no","telephone","may","fri",92,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.166583
"3301",38,"admin.","divorced","high.school","no","no","no","telephone","may","fri",346,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.00938
"3302",33,"services","single","high.school","no","unknown","unknown","telephone","may","fri",271,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.325878
"3303",26,"blue-collar","single","high.school","no","no","no","telephone","may","fri",203,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.423097
"3304",35,"admin.","single","university.degree","no","yes","yes","telephone","may","fri",218,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.408336
"3305",41,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","fri",621,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.518694
"3306",35,"services","married","high.school","no","no","no","telephone","may","fri",1349,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",0.186128
"3307",53,"blue-collar","divorced","basic.4y","unknown","yes","no","telephone","may","fri",385,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.621065
"3308",38,"admin.","single","university.degree","unknown","no","no","telephone","may","fri",70,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.2407
"3309",30,"technician","single","professional.course","no","no","no","telephone","may","fri",509,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.337953
"3310",57,"retired","single","high.school","no","yes","no","telephone","may","fri",128,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.553856
"3311",37,"blue-collar","single","basic.9y","no","no","no","telephone","may","fri",136,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.607204
"3312",37,"admin.","married","high.school","no","no","yes","telephone","may","fri",3,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.042721
"3313",47,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",107,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.430178
"3314",41,"management","married","university.degree","no","no","yes","telephone","may","fri",359,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.642738
"3315",49,"technician","married","professional.course","no","no","no","telephone","may","fri",736,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",0.52121
"3316",51,"unemployed","married","basic.9y","unknown","no","no","telephone","may","fri",217,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.339799
"3317",36,"blue-collar","single","high.school","no","no","yes","telephone","may","fri",154,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.281717
"3318",55,"housemaid","married","basic.4y","no","no","no","telephone","may","fri",98,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.129339
"3319",47,"admin.","married","high.school","no","no","no","telephone","may","fri",189,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.260902
"3320",25,"services","married","high.school","unknown","no","no","telephone","may","fri",89,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.270756
"3321",27,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","fri",412,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.487392
"3322",47,"blue-collar","married","basic.4y","no","yes","no","telephone","may","fri",302,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.538539
"3323",53,"blue-collar","married","basic.9y","no","no","yes","telephone","may","fri",203,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.40879
"3324",37,"self-employed","married","professional.course","no","no","yes","telephone","may","fri",254,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.02827
"3325",36,"services","single","basic.9y","unknown","no","yes","telephone","may","fri",230,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.153542
"3326",42,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",72,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.477365
"3327",39,"blue-collar","married","basic.4y","no","no","yes","telephone","may","fri",534,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.366704
"3328",46,"entrepreneur","married","high.school","no","no","yes","telephone","may","fri",225,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.506789
"3329",28,"technician","divorced","university.degree","no","no","no","telephone","may","fri",193,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.169017
"3330",40,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",76,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.537303
"3331",26,"blue-collar","single","basic.9y","unknown","no","yes","telephone","may","fri",268,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.097617
"3332",30,"services","single","unknown","no","no","yes","telephone","may","fri",154,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.066698
"3333",37,"technician","single","basic.9y","no","no","yes","telephone","may","fri",298,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.089516
"3334",39,"self-employed","married","university.degree","no","no","no","telephone","may","fri",286,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.108535
"3335",36,"blue-collar","divorced","high.school","no","no","yes","telephone","may","fri",442,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.047742
"3336",29,"admin.","married","high.school","no","no","no","telephone","may","fri",206,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.533809
"3337",49,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",504,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.040049
"3338",38,"admin.","married","university.degree","no","no","no","telephone","may","fri",124,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.412811
"3339",43,"admin.","divorced","high.school","no","yes","no","telephone","may","fri",425,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.642906
"3340",46,"services","married","high.school","no","yes","no","telephone","may","fri",290,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.073131
"3341",33,"blue-collar","married","basic.6y","no","no","no","telephone","may","fri",152,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.199021
"3342",27,"blue-collar","single","basic.9y","no","yes","no","telephone","may","fri",168,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.15931
"3343",53,"technician","married","professional.course","unknown","yes","no","telephone","may","fri",204,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.624235
"3344",30,"management","divorced","university.degree","no","no","yes","telephone","may","fri",164,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.167725
"3345",47,"blue-collar","divorced","basic.9y","no","no","yes","telephone","may","fri",322,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.582362
"3346",55,"blue-collar","married","professional.course","unknown","yes","no","telephone","may","fri",530,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.548542
"3347",60,"retired","divorced","basic.4y","unknown","no","yes","telephone","may","fri",237,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.612908
"3348",48,"technician","married","high.school","no","yes","no","telephone","may","fri",360,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.433047
"3349",48,"technician","married","high.school","no","no","no","telephone","may","fri",700,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.498657
"3350",46,"admin.","single","university.degree","no","yes","no","telephone","may","fri",135,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.436779
"3351",29,"technician","single","university.degree","no","yes","no","telephone","may","fri",256,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.165763
"3352",50,"blue-collar","married","high.school","unknown","yes","no","telephone","may","fri",106,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.485921
"3353",33,"admin.","married","unknown","no","yes","no","telephone","may","fri",134,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.481863
"3354",37,"management","single","university.degree","no","yes","no","telephone","may","fri",415,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.386005
"3355",42,"technician","married","university.degree","no","yes","no","telephone","may","fri",293,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.543925
"3356",55,"technician","married","university.degree","no","no","no","telephone","may","fri",435,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.096967
"3357",38,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",100,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.061922
"3358",36,"blue-collar","married","university.degree","unknown","yes","yes","telephone","may","fri",297,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.40633
"3359",45,"unemployed","married","university.degree","no","no","no","telephone","may","fri",191,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.174314
"3360",38,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",58,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.026055
"3361",48,"technician","married","high.school","no","no","no","telephone","may","fri",533,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.328362
"3362",46,"admin.","married","university.degree","no","yes","no","telephone","may","fri",28,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.541407
"3363",47,"management","divorced","university.degree","no","no","no","telephone","may","fri",63,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.014973
"3364",33,"entrepreneur","married","university.degree","no","yes","no","telephone","may","fri",135,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.407741
"3365",39,"admin.","married","high.school","no","yes","yes","telephone","may","fri",202,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.071447
"3366",47,"management","divorced","university.degree","no","yes","no","telephone","may","fri",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.621669
"3367",37,"blue-collar","single","basic.9y","no","yes","no","telephone","may","fri",240,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.130121
"3368",47,"entrepreneur","divorced","university.degree","no","yes","no","telephone","may","fri",354,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.591076
"3369",29,"services","single","university.degree","no","yes","yes","telephone","may","fri",210,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.121122
"3370",45,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",108,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.637972
"3371",47,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","fri",223,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.111584
"3372",38,"entrepreneur","divorced","university.degree","unknown","yes","no","telephone","may","fri",275,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.17616
"3373",25,"housemaid","married","basic.9y","no","yes","no","telephone","may","fri",263,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.354908
"3374",47,"blue-collar","married","basic.6y","no","yes","no","telephone","may","fri",600,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",0.44973
"3375",56,"retired","married","high.school","unknown","no","no","telephone","may","fri",319,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.310339
"3376",44,"blue-collar","married","basic.4y","no","yes","no","telephone","may","fri",242,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.233665
"3377",36,"technician","single","university.degree","unknown","no","no","telephone","may","fri",128,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.421565
"3378",40,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",236,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.183035
"3379",46,"blue-collar","married","unknown","unknown","no","no","telephone","may","fri",67,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.142694
"3380",37,"technician","single","professional.course","no","yes","no","telephone","may","fri",391,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.55265
"3381",58,"services","divorced","professional.course","no","yes","no","telephone","may","fri",293,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.37262
"3382",55,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",334,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.115673
"3383",51,"management","married","university.degree","no","yes","no","telephone","may","fri",317,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.462921
"3384",39,"technician","married","professional.course","no","no","yes","telephone","may","fri",110,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.470488
"3385",47,"blue-collar","divorced","basic.4y","no","no","yes","telephone","may","fri",37,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.615941
"3386",55,"admin.","married","high.school","no","yes","no","telephone","may","fri",188,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.086938
"3387",48,"blue-collar","married","basic.6y","no","unknown","unknown","telephone","may","fri",379,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.228413
"3388",41,"blue-collar","divorced","basic.6y","no","yes","no","telephone","may","fri",160,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.195125
"3389",30,"services","single","high.school","unknown","no","no","telephone","may","fri",156,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.264755
"3390",56,"unemployed","divorced","university.degree","unknown","yes","no","telephone","may","fri",98,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.205846
"3391",53,"technician","married","professional.course","no","no","no","telephone","may","fri",260,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.20196
"3392",39,"admin.","married","university.degree","no","no","no","telephone","may","fri",78,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.584585
"3393",48,"technician","single","high.school","no","yes","yes","telephone","may","fri",115,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.155003
"3394",34,"admin.","divorced","basic.6y","no","no","no","telephone","may","fri",111,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.599301
"3395",47,"management","married","basic.4y","unknown","no","no","telephone","may","fri",463,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.045339
"3396",44,"self-employed","married","university.degree","unknown","unknown","unknown","telephone","may","fri",38,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.437511
"3397",48,"services","single","high.school","unknown","yes","yes","telephone","may","fri",127,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.330661
"3398",50,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","fri",66,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.536801
"3399",44,"housemaid","single","unknown","unknown","yes","yes","telephone","may","fri",234,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.183458
"3400",33,"unemployed","married","basic.9y","no","yes","yes","telephone","may","fri",691,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.311449
"3401",45,"services","single","basic.9y","unknown","yes","no","telephone","may","fri",270,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.563175
"3402",51,"blue-collar","married","basic.4y","no","yes","no","telephone","may","fri",153,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.566114
"3403",55,"technician","single","university.degree","unknown","yes","no","telephone","may","fri",390,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.046448
"3404",32,"services","single","professional.course","no","yes","yes","telephone","may","fri",249,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.120136
"3405",42,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","fri",31,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.415635
"3406",42,"admin.","divorced","university.degree","no","no","yes","telephone","may","fri",161,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.271281
"3407",57,"blue-collar","divorced","unknown","unknown","yes","no","telephone","may","fri",369,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.411335
"3408",57,"admin.","divorced","high.school","no","no","no","telephone","may","fri",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.276388
"3409",46,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",118,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.278763
"3410",42,"admin.","divorced","university.degree","no","yes","no","telephone","may","fri",397,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.476559
"3411",38,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",227,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.098292
"3412",31,"technician","single","university.degree","no","yes","no","telephone","may","fri",7,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.591529
"3413",28,"blue-collar","single","basic.9y","unknown","no","yes","telephone","may","fri",137,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0.383707
